NET_neuronI_neuronJ,Strength
mocktest_small_57_5,0.299163
mocktest_small_57_6,0.390504
mocktest_small_57_7,0.394461
mocktest_small_57_8,0.346215
mocktest_small_57_9,0.295502
mocktest_small_57_10,0.346343
mocktest_small_57_11,0.386328
mocktest_small_57_12,0.385404
mocktest_small_57_13,0.307558
mocktest_small_57_14,0.386298
mocktest_small_57_15,0.374139
mocktest_small_57_16,0.419443
mocktest_small_57_17,0.311917
mocktest_small_57_18,0.385600
mocktest_small_57_19,0.317355
mocktest_small_57_20,0.411907
mocktest_small_57_21,0.401236
mocktest_small_57_22,0.345555
mocktest_small_57_23,0.358186
mocktest_small_57_24,0.356010
mocktest_small_57_25,0.312476
mocktest_small_57_26,0.389628
mocktest_small_57_27,0.361465
mocktest_small_57_28,0.337033
mocktest_small_57_29,0.395389
mocktest_small_57_30,0.304959
mocktest_small_57_31,0.311922
mocktest_small_57_32,0.433817
mocktest_small_57_33,0.357007
mocktest_small_57_34,0.342224
mocktest_small_57_35,0.395878
mocktest_small_57_36,0.333557
mocktest_small_57_37,0.337389
mocktest_small_57_38,0.367932
mocktest_small_57_39,0.282737
mocktest_small_57_40,0.349666
mocktest_small_57_41,0.310920
mocktest_small_57_42,0.350380
mocktest_small_57_43,0.274658
mocktest_small_57_44,0.387796
mocktest_small_57_45,0.370996
mocktest_small_57_46,0.449548
mocktest_small_57_47,0.366924
mocktest_small_57_48,0.306282
mocktest_small_57_49,0.381684
mocktest_small_57_50,0.408677
mocktest_small_57_51,0.267736
mocktest_small_57_52,0.429456
mocktest_small_57_53,0.384149
mocktest_small_57_54,0.434247
mocktest_small_57_55,0.321620
mocktest_small_57_56,0.420141
mocktest_small_57_57,0.000000
mocktest_small_57_58,0.338040
mocktest_small_57_59,0.402248
mocktest_small_57_60,0.381853
mocktest_small_57_61,0.346444
mocktest_small_57_62,0.341647
mocktest_small_57_63,0.400944
mocktest_small_57_64,0.323040
mocktest_small_57_65,0.429474
mocktest_small_57_66,0.341486
mocktest_small_57_67,0.380344
mocktest_small_57_68,0.357140
mocktest_small_57_69,0.404142
mocktest_small_57_70,0.315130
mocktest_small_57_71,0.437321
mocktest_small_57_72,0.440803
mocktest_small_57_73,0.350631
mocktest_small_57_74,0.367110
mocktest_small_57_75,0.374814
mocktest_small_57_76,0.362502
mocktest_small_57_77,0.164821
mocktest_small_57_78,0.353838
mocktest_small_57_79,0.404548
mocktest_small_57_80,0.405276
mocktest_small_57_81,0.332876
mocktest_small_57_82,0.310574
mocktest_small_57_83,0.399801
mocktest_small_57_84,0.383867
mocktest_small_57_85,0.305248
mocktest_small_57_86,0.404146
mocktest_small_57_87,0.305799
mocktest_small_57_88,0.395407
mocktest_small_57_89,0.276460
mocktest_small_57_90,0.373609
mocktest_small_57_91,0.498231
mocktest_small_57_92,0.309183
mocktest_small_57_93,0.370855
mocktest_small_57_94,0.312377
mocktest_small_57_95,0.287185
mocktest_small_57_96,0.384793
mocktest_small_57_97,0.468261
mocktest_small_57_98,0.321552
mocktest_small_57_99,0.375215
mocktest_small_57_100,0.341180
mocktest_small_58_1,0.238439
mocktest_small_58_2,0.280565
mocktest_small_58_3,0.330193
mocktest_small_58_4,0.309067
mocktest_small_58_5,0.222100
mocktest_small_58_6,0.295445
mocktest_small_58_7,0.290007
mocktest_small_58_8,0.278563
mocktest_small_58_9,0.247494
mocktest_small_58_10,0.265470
mocktest_small_58_11,0.363416
mocktest_small_58_12,0.275673
mocktest_small_58_13,0.250498
mocktest_small_58_14,0.287605
mocktest_small_58_15,0.285956
mocktest_small_58_16,0.330855
mocktest_small_58_17,0.218592
mocktest_small_58_18,0.340803
mocktest_small_58_19,0.261453
mocktest_small_58_20,0.315246
mocktest_small_58_21,0.337609
mocktest_small_58_22,0.218073
mocktest_small_58_23,0.270393
mocktest_small_58_24,0.305517
mocktest_small_58_25,0.210023
mocktest_small_58_26,0.323341
mocktest_small_58_27,0.278144
mocktest_small_58_28,0.233533
mocktest_small_58_29,0.271773
mocktest_small_58_30,0.222502
mocktest_small_58_31,0.248435
mocktest_small_58_32,0.289471
mocktest_small_58_33,0.285905
mocktest_small_58_34,0.255855
mocktest_small_58_35,0.333533
mocktest_small_58_36,0.276798
mocktest_small_58_37,0.262377
mocktest_small_58_38,0.288676
mocktest_small_58_39,0.217772
mocktest_small_58_40,0.284803
mocktest_small_58_41,0.228069
mocktest_small_58_42,0.312262
mocktest_small_58_43,0.195798
mocktest_small_58_44,0.289300
mocktest_small_58_45,0.247450
mocktest_small_58_46,0.326088
mocktest_small_58_47,0.289089
mocktest_small_58_48,0.266690
mocktest_small_58_49,0.285537
mocktest_small_58_50,0.271845
mocktest_small_58_51,0.188101
mocktest_small_58_52,0.280060
mocktest_small_58_53,0.299493
mocktest_small_58_54,0.337041
mocktest_small_58_55,0.235983
mocktest_small_58_56,0.297972
mocktest_small_58_57,0.284245
mocktest_small_58_58,0.000000
mocktest_small_58_59,0.260447
mocktest_small_58_60,0.304249
mocktest_small_58_61,0.234563
mocktest_small_58_62,0.246141
mocktest_small_58_63,0.242319
mocktest_small_58_64,0.210035
mocktest_small_58_65,0.302795
mocktest_small_58_66,0.224673
mocktest_small_58_67,0.328264
mocktest_small_58_68,0.245675
mocktest_small_58_69,0.283064
mocktest_small_58_70,0.240340
mocktest_small_58_71,0.332620
mocktest_small_58_72,0.320908
mocktest_small_58_73,0.258985
mocktest_small_58_74,0.270411
mocktest_small_58_75,0.249529
mocktest_small_58_76,0.241916
mocktest_small_58_77,0.138665
mocktest_small_58_78,0.272895
mocktest_small_58_79,0.322114
mocktest_small_58_80,0.250711
mocktest_small_58_81,0.322607
mocktest_small_58_82,0.232635
mocktest_small_58_83,0.270698
mocktest_small_58_84,0.310577
mocktest_small_58_85,0.252285
mocktest_small_58_86,0.315435
mocktest_small_58_87,0.236193
mocktest_small_58_88,0.275026
mocktest_small_58_89,0.211632
mocktest_small_58_90,0.292136
mocktest_small_58_91,0.326055
mocktest_small_58_92,0.209388
mocktest_small_58_93,0.243557
mocktest_small_58_94,0.268247
mocktest_small_58_95,0.222864
mocktest_small_58_96,0.232132
mocktest_small_58_97,0.316114
mocktest_small_58_98,0.210276
mocktest_small_58_99,0.241197
mocktest_small_58_100,0.235953
mocktest_small_59_1,0.317227
mocktest_small_59_2,0.348175
mocktest_small_59_3,0.367626
mocktest_small_59_4,0.305724
mocktest_small_59_5,0.302540
mocktest_small_59_6,0.378641
mocktest_small_59_7,0.380447
mocktest_small_59_8,0.323734
mocktest_small_59_9,0.299266
mocktest_small_59_10,0.332077
mocktest_small_59_11,0.378039
mocktest_small_59_12,0.373023
mocktest_small_59_13,0.303689
mocktest_small_59_14,0.383435
mocktest_small_59_15,0.354256
mocktest_small_59_16,0.425936
mocktest_small_59_17,0.301314
mocktest_small_59_18,0.385464
mocktest_small_59_19,0.324349
mocktest_small_59_20,0.383802
mocktest_small_59_21,0.382183
mocktest_small_59_22,0.320524
mocktest_small_59_23,0.341589
mocktest_small_59_24,0.357154
mocktest_small_59_25,0.310061
mocktest_small_59_26,0.377376
mocktest_small_59_27,0.364755
mocktest_small_59_28,0.325158
mocktest_small_59_29,0.382213
mocktest_small_59_30,0.298673
mocktest_small_59_31,0.313667
mocktest_small_59_32,0.405791
mocktest_small_59_33,0.359320
mocktest_small_59_34,0.336834
mocktest_small_59_35,0.372097
mocktest_small_59_36,0.342626
mocktest_small_59_37,0.341998
mocktest_small_59_38,0.352543
mocktest_small_59_39,0.285719
mocktest_small_59_40,0.335254
mocktest_small_59_41,0.310473
mocktest_small_59_42,0.342259
mocktest_small_59_43,0.261709
mocktest_small_59_44,0.375396
mocktest_small_59_45,0.383196
mocktest_small_59_46,0.426987
mocktest_small_59_47,0.360774
mocktest_small_59_48,0.293985
mocktest_small_59_49,0.357870
mocktest_small_59_50,0.416005
mocktest_small_59_51,0.257746
mocktest_small_59_52,0.407971
mocktest_small_59_53,0.354351
mocktest_small_59_54,0.403323
mocktest_small_59_55,0.315418
mocktest_small_59_56,0.415735
mocktest_small_59_57,0.413113
mocktest_small_59_58,0.333433
mocktest_small_59_59,0.000000
mocktest_small_59_60,0.387594
mocktest_small_59_61,0.336629
mocktest_small_59_62,0.336401
mocktest_small_59_63,0.367560
mocktest_small_59_64,0.303725
mocktest_small_59_65,0.425598
mocktest_small_59_66,0.326760
mocktest_small_59_67,0.352226
mocktest_small_59_68,0.346700
mocktest_small_59_69,0.407167
mocktest_small_59_70,0.313365
mocktest_small_59_71,0.406803
mocktest_small_59_72,0.417707
mocktest_small_59_73,0.341162
mocktest_small_59_74,0.352128
mocktest_small_59_75,0.354448
mocktest_small_59_76,0.341729
mocktest_small_59_77,0.164446
mocktest_small_59_78,0.350753
mocktest_small_59_79,0.375881
mocktest_small_59_80,0.384840
mocktest_small_59_81,0.322574
mocktest_small_59_82,0.298989
mocktest_small_59_83,0.383909
mocktest_small_59_84,0.381103
mocktest_small_59_85,0.303347
mocktest_small_59_86,0.384171
mocktest_small_59_87,0.302334
mocktest_small_59_88,0.375560
mocktest_small_59_89,0.275696
mocktest_small_59_90,0.363841
mocktest_small_59_91,0.437788
mocktest_small_59_92,0.297123
mocktest_small_59_93,0.352230
mocktest_small_59_94,0.306441
mocktest_small_59_95,0.276901
mocktest_small_59_96,0.351557
mocktest_small_59_97,0.423206
mocktest_small_59_98,0.307281
mocktest_small_59_99,0.359749
mocktest_small_59_100,0.324436
mocktest_small_60_1,0.331384
mocktest_small_60_2,0.375751
mocktest_small_60_3,0.373638
mocktest_small_60_4,0.321534
mocktest_small_60_5,0.296596
mocktest_small_60_6,0.409047
mocktest_small_60_7,0.391236
mocktest_small_60_8,0.330679
mocktest_small_60_9,0.328599
mocktest_small_60_10,0.341666
mocktest_small_60_11,0.386786
mocktest_small_60_12,0.391435
mocktest_small_60_13,0.311354
mocktest_small_60_14,0.402051
mocktest_small_60_15,0.363983
mocktest_small_60_16,0.376448
mocktest_small_60_17,0.307796
mocktest_small_60_18,0.395973
mocktest_small_60_19,0.356140
mocktest_small_60_20,0.396021
mocktest_small_60_21,0.409922
mocktest_small_60_22,0.299732
mocktest_small_60_23,0.367953
mocktest_small_60_24,0.365510
mocktest_small_60_25,0.298330
mocktest_small_60_26,0.352169
mocktest_small_60_27,0.369592
mocktest_small_60_28,0.316868
mocktest_small_60_29,0.368096
mocktest_small_60_30,0.298056
mocktest_small_60_31,0.341344
mocktest_small_60_32,0.388133
mocktest_small_60_33,0.370540
mocktest_small_60_34,0.374681
mocktest_small_60_35,0.388990
mocktest_small_60_36,0.368119
mocktest_small_60_37,0.331286
mocktest_small_60_38,0.361633
mocktest_small_60_39,0.314741
mocktest_small_60_40,0.348494
mocktest_small_60_41,0.289689
mocktest_small_60_42,0.333142
mocktest_small_60_43,0.250316
mocktest_small_60_44,0.383531
mocktest_small_60_45,0.329598
mocktest_small_60_46,0.455034
mocktest_small_60_47,0.385855
mocktest_small_60_48,0.312292
mocktest_small_60_49,0.358134
mocktest_small_60_50,0.371145
mocktest_small_60_51,0.258433
mocktest_small_60_52,0.397675
mocktest_small_60_53,0.358131
mocktest_small_60_54,0.401420
mocktest_small_60_55,0.336634
mocktest_small_60_56,0.378230
mocktest_small_60_57,0.359100
mocktest_small_60_58,0.333768
mocktest_small_60_59,0.351851
mocktest_small_60_60,0.000000
mocktest_small_60_61,0.346783
mocktest_small_60_62,0.322392
mocktest_small_60_63,0.329557
mocktest_small_60_64,0.294789
mocktest_small_60_65,0.366713
mocktest_small_60_66,0.318930
mocktest_small_60_67,0.377569
mocktest_small_60_68,0.364851
mocktest_small_60_69,0.397378
mocktest_small_60_70,0.304087
mocktest_small_60_71,0.416921
mocktest_small_60_72,0.382099
mocktest_small_60_73,0.334474
mocktest_small_60_74,0.339974
mocktest_small_60_75,0.349989
mocktest_small_60_76,0.329515
mocktest_small_60_77,0.175401
mocktest_small_60_78,0.330810
mocktest_small_60_79,0.377701
mocktest_small_60_80,0.347016
mocktest_small_60_81,0.339397
mocktest_small_60_82,0.318125
mocktest_small_60_83,0.377528
mocktest_small_60_84,0.404186
mocktest_small_60_85,0.335942
mocktest_small_60_86,0.349234
mocktest_small_60_87,0.309999
mocktest_small_60_88,0.373268
mocktest_small_60_89,0.281538
mocktest_small_60_90,0.367776
mocktest_small_60_91,0.397417
mocktest_small_60_92,0.289534
mocktest_small_60_93,0.331520
mocktest_small_60_94,0.316308
mocktest_small_60_95,0.298429
mocktest_small_60_96,0.315709
mocktest_small_60_97,0.367524
mocktest_small_60_98,0.309786
mocktest_small_60_99,0.344684
mocktest_small_60_100,0.329209
mocktest_small_61_1,0.326531
mocktest_small_61_2,0.365451
mocktest_small_61_3,0.344864
mocktest_small_61_4,0.308579
mocktest_small_61_5,0.291913
mocktest_small_61_6,0.361435
mocktest_small_61_7,0.441026
mocktest_small_61_8,0.355720
mocktest_small_61_9,0.311577
mocktest_small_61_10,0.349022
mocktest_small_61_11,0.353697
mocktest_small_61_12,0.443463
mocktest_small_61_13,0.307772
mocktest_small_61_14,0.364200
mocktest_small_61_15,0.404162
mocktest_small_61_16,0.362015
mocktest_small_61_17,0.314134
mocktest_small_61_18,0.371192
mocktest_small_61_19,0.329436
mocktest_small_61_20,0.412047
mocktest_small_61_21,0.396063
mocktest_small_61_22,0.328279
mocktest_small_61_23,0.381012
mocktest_small_61_24,0.335576
mocktest_small_61_25,0.343083
mocktest_small_61_26,0.333052
mocktest_small_61_27,0.345835
mocktest_small_61_28,0.364682
mocktest_small_61_29,0.393793
mocktest_small_61_30,0.308486
mocktest_small_61_31,0.324732
mocktest_small_61_32,0.365339
mocktest_small_61_33,0.344896
mocktest_small_61_34,0.371064
mocktest_small_61_35,0.415552
mocktest_small_61_36,0.347685
mocktest_small_61_37,0.325753
mocktest_small_61_38,0.372230
mocktest_small_61_39,0.319213
mocktest_small_61_40,0.348711
mocktest_small_61_41,0.287683
mocktest_small_61_42,0.313997
mocktest_small_61_43,0.248985
mocktest_small_61_44,0.381172
mocktest_small_61_45,0.325195
mocktest_small_61_46,0.444366
mocktest_small_61_47,0.406450
mocktest_small_61_48,0.306163
mocktest_small_61_49,0.397346
mocktest_small_61_50,0.357921
mocktest_small_61_51,0.268744
mocktest_small_61_52,0.379314
mocktest_small_61_53,0.386564
mocktest_small_61_54,0.402909
mocktest_small_61_55,0.380769
mocktest_small_61_56,0.356565
mocktest_small_61_57,0.372026
mocktest_small_61_58,0.301480
mocktest_small_61_59,0.349291
mocktest_small_61_60,0.387393
mocktest_small_61_61,0.000000
mocktest_small_61_62,0.321381
mocktest_small_61_63,0.323494
mocktest_small_61_64,0.338684
mocktest_small_61_65,0.356246
mocktest_small_61_66,0.374969
mocktest_small_61_67,0.382037
mocktest_small_61_68,0.399351
mocktest_small_61_69,0.363402
mocktest_small_61_70,0.300484
mocktest_small_61_71,0.435063
mocktest_small_61_72,0.360429
mocktest_small_61_73,0.323206
mocktest_small_61_74,0.344638
mocktest_small_61_75,0.432031
mocktest_small_61_76,0.356656
mocktest_small_61_77,0.171883
mocktest_small_61_78,0.306231
mocktest_small_61_79,0.420925
mocktest_small_61_80,0.350153
mocktest_small_61_81,0.317198
mocktest_small_61_82,0.320960
mocktest_small_61_83,0.396955
mocktest_small_61_84,0.351297
mocktest_small_61_85,0.326807
mocktest_small_61_86,0.330748
mocktest_small_61_87,0.298927
mocktest_small_61_88,0.396879
mocktest_small_61_89,0.275122
mocktest_small_61_90,0.370906
mocktest_small_61_91,0.395038
mocktest_small_61_92,0.340150
mocktest_small_61_93,0.351280
mocktest_small_61_94,0.283747
mocktest_small_61_95,0.294252
mocktest_small_61_96,0.326976
mocktest_small_61_97,0.376205
mocktest_small_61_98,0.343285
mocktest_small_61_99,0.375090
mocktest_small_61_100,0.354399
mocktest_small_62_1,0.299759
mocktest_small_62_2,0.336435
mocktest_small_62_3,0.337003
mocktest_small_62_4,0.280619
mocktest_small_62_5,0.270653
mocktest_small_62_6,0.350843
mocktest_small_62_7,0.352588
mocktest_small_62_8,0.316482
mocktest_small_62_9,0.273107
mocktest_small_62_10,0.308976
mocktest_small_62_11,0.335254
mocktest_small_62_12,0.344295
mocktest_small_62_13,0.284162
mocktest_small_62_14,0.355379
mocktest_small_62_15,0.328982
mocktest_small_62_16,0.358938
mocktest_small_62_17,0.287880
mocktest_small_62_18,0.341181
mocktest_small_62_19,0.299753
mocktest_small_62_20,0.344355
mocktest_small_62_21,0.359687
mocktest_small_62_22,0.310748
mocktest_small_62_23,0.324773
mocktest_small_62_24,0.316527
mocktest_small_62_25,0.288224
mocktest_small_62_26,0.329876
mocktest_small_62_27,0.322603
mocktest_small_62_28,0.309473
mocktest_small_62_29,0.368853
mocktest_small_62_30,0.287607
mocktest_small_62_31,0.284312
mocktest_small_62_32,0.348172
mocktest_small_62_33,0.307479
mocktest_small_62_34,0.307323
mocktest_small_62_35,0.343051
mocktest_small_62_36,0.307585
mocktest_small_62_37,0.305813
mocktest_small_62_38,0.324820
mocktest_small_62_39,0.268698
mocktest_small_62_40,0.327726
mocktest_small_62_41,0.284107
mocktest_small_62_42,0.302083
mocktest_small_62_43,0.248164
mocktest_small_62_44,0.353292
mocktest_small_62_45,0.313069
mocktest_small_62_46,0.400846
mocktest_small_62_47,0.337140
mocktest_small_62_48,0.279823
mocktest_small_62_49,0.341946
mocktest_small_62_50,0.357261
mocktest_small_62_51,0.245184
mocktest_small_62_52,0.352730
mocktest_small_62_53,0.331702
mocktest_small_62_54,0.358768
mocktest_small_62_55,0.305539
mocktest_small_62_56,0.348493
mocktest_small_62_57,0.356190
mocktest_small_62_58,0.305225
mocktest_small_62_59,0.339514
mocktest_small_62_60,0.358536
mocktest_small_62_61,0.315892
mocktest_small_62_62,0.000000
mocktest_small_62_63,0.320640
mocktest_small_62_64,0.285000
mocktest_small_62_65,0.361163
mocktest_small_62_66,0.314261
mocktest_small_62_67,0.329179
mocktest_small_62_68,0.322520
mocktest_small_62_69,0.349259
mocktest_small_62_70,0.291664
mocktest_small_62_71,0.392528
mocktest_small_62_72,0.346877
mocktest_small_62_73,0.311409
mocktest_small_62_74,0.323688
mocktest_small_62_75,0.329882
mocktest_small_62_76,0.324309
mocktest_small_62_77,0.156941
mocktest_small_62_78,0.310852
mocktest_small_62_79,0.364660
mocktest_small_62_80,0.335571
mocktest_small_62_81,0.295187
mocktest_small_62_82,0.286742
mocktest_small_62_83,0.364057
mocktest_small_62_84,0.329938
mocktest_small_62_85,0.276156
mocktest_small_62_86,0.337518
mocktest_small_62_87,0.278742
mocktest_small_62_88,0.352690
mocktest_small_62_89,0.255798
mocktest_small_62_90,0.339224
mocktest_small_62_91,0.374872
mocktest_small_62_92,0.284261
mocktest_small_62_93,0.309549
mocktest_small_62_94,0.280179
mocktest_small_62_95,0.252313
mocktest_small_62_96,0.318000
mocktest_small_62_97,0.360385
mocktest_small_62_98,0.293719
mocktest_small_62_99,0.343927
mocktest_small_62_100,0.312913
mocktest_small_63_1,0.276168
mocktest_small_63_2,0.313929
mocktest_small_63_3,0.330255
mocktest_small_63_4,0.260858
mocktest_small_63_5,0.292804
mocktest_small_63_6,0.338786
mocktest_small_63_7,0.335790
mocktest_small_63_8,0.292730
mocktest_small_63_9,0.255180
mocktest_small_63_10,0.304271
mocktest_small_63_11,0.330258
mocktest_small_63_12,0.337441
mocktest_small_63_13,0.272176
mocktest_small_63_14,0.374031
mocktest_small_63_15,0.315584
mocktest_small_63_16,0.350394
mocktest_small_63_17,0.297118
mocktest_small_63_18,0.326924
mocktest_small_63_19,0.282088
mocktest_small_63_20,0.347798
mocktest_small_63_21,0.334733
mocktest_small_63_22,0.340818
mocktest_small_63_23,0.313684
mocktest_small_63_24,0.305024
mocktest_small_63_25,0.294713
mocktest_small_63_26,0.329000
mocktest_small_63_27,0.313458
mocktest_small_63_28,0.333107
mocktest_small_63_29,0.344005
mocktest_small_63_30,0.302685
mocktest_small_63_31,0.266329
mocktest_small_63_32,0.386381
mocktest_small_63_33,0.312422
mocktest_small_63_34,0.305056
mocktest_small_63_35,0.329487
mocktest_small_63_36,0.290698
mocktest_small_63_37,0.329709
mocktest_small_63_38,0.318979
mocktest_small_63_39,0.250406
mocktest_small_63_40,0.307036
mocktest_small_63_41,0.284590
mocktest_small_63_42,0.292189
mocktest_small_63_43,0.256104
mocktest_small_63_44,0.329500
mocktest_small_63_45,0.330827
mocktest_small_63_46,0.407985
mocktest_small_63_47,0.323827
mocktest_small_63_48,0.265648
mocktest_small_63_49,0.347182
mocktest_small_63_50,0.377610
mocktest_small_63_51,0.259439
mocktest_small_63_52,0.358881
mocktest_small_63_53,0.319854
mocktest_small_63_54,0.365504
mocktest_small_63_55,0.289204
mocktest_small_63_56,0.373324
mocktest_small_63_57,0.390443
mocktest_small_63_58,0.281147
mocktest_small_63_59,0.343526
mocktest_small_63_60,0.339286
mocktest_small_63_61,0.295968
mocktest_small_63_62,0.300131
mocktest_small_63_63,0.000000
mocktest_small_63_64,0.311041
mocktest_small_63_65,0.405408
mocktest_small_63_66,0.316865
mocktest_small_63_67,0.314702
mocktest_small_63_68,0.303790
mocktest_small_63_69,0.342898
mocktest_small_63_70,0.313878
mocktest_small_63_71,0.376756
mocktest_small_63_72,0.388328
mocktest_small_63_73,0.320178
mocktest_small_63_74,0.311730
mocktest_small_63_75,0.347972
mocktest_small_63_76,0.331692
mocktest_small_63_77,0.153586
mocktest_small_63_78,0.308104
mocktest_small_63_79,0.352190
mocktest_small_63_80,0.384516
mocktest_small_63_81,0.275238
mocktest_small_63_82,0.288371
mocktest_small_63_83,0.369281
mocktest_small_63_84,0.336273
mocktest_small_63_85,0.273521
mocktest_small_63_86,0.368507
mocktest_small_63_87,0.273258
mocktest_small_63_88,0.340707
mocktest_small_63_89,0.249192
mocktest_small_63_90,0.322396
mocktest_small_63_91,0.432333
mocktest_small_63_92,0.307355
mocktest_small_63_93,0.345856
mocktest_small_63_94,0.280325
mocktest_small_63_95,0.236056
mocktest_small_63_96,0.375567
mocktest_small_63_97,0.401154
mocktest_small_63_98,0.311028
mocktest_small_63_99,0.343131
mocktest_small_63_100,0.335025
mocktest_small_64_1,0.286053
mocktest_small_64_2,0.325017
mocktest_small_64_3,0.296000
mocktest_small_64_4,0.259316
mocktest_small_64_5,0.288231
mocktest_small_64_6,0.322303
mocktest_small_64_7,0.367063
mocktest_small_64_8,0.354190
mocktest_small_64_9,0.269459
mocktest_small_64_10,0.332274
mocktest_small_64_11,0.296158
mocktest_small_64_12,0.373685
mocktest_small_64_13,0.262254
mocktest_small_64_14,0.329709
mocktest_small_64_15,0.338381
mocktest_small_64_16,0.303805
mocktest_small_64_17,0.318031
mocktest_small_64_18,0.304199
mocktest_small_64_19,0.276348
mocktest_small_64_20,0.390220
mocktest_small_64_21,0.321526
mocktest_small_64_22,0.315759
mocktest_small_64_23,0.351823
mocktest_small_64_24,0.288402
mocktest_small_64_25,0.352438
mocktest_small_64_26,0.278830
mocktest_small_64_27,0.286217
mocktest_small_64_28,0.381722
mocktest_small_64_29,0.337202
mocktest_small_64_30,0.319834
mocktest_small_64_31,0.286208
mocktest_small_64_32,0.304228
mocktest_small_64_33,0.291462
mocktest_small_64_34,0.336863
mocktest_small_64_35,0.364406
mocktest_small_64_36,0.277923
mocktest_small_64_37,0.304156
mocktest_small_64_38,0.340280
mocktest_small_64_39,0.279509
mocktest_small_64_40,0.325857
mocktest_small_64_41,0.258077
mocktest_small_64_42,0.270744
mocktest_small_64_43,0.226913
mocktest_small_64_44,0.318694
mocktest_small_64_45,0.280995
mocktest_small_64_46,0.384553
mocktest_small_64_47,0.371406
mocktest_small_64_48,0.271209
mocktest_small_64_49,0.408997
mocktest_small_64_50,0.323897
mocktest_small_64_51,0.268780
mocktest_small_64_52,0.307697
mocktest_small_64_53,0.379761
mocktest_small_64_54,0.333963
mocktest_small_64_55,0.317926
mocktest_small_64_56,0.309646
mocktest_small_64_57,0.327788
mocktest_small_64_58,0.259043
mocktest_small_64_59,0.291956
mocktest_small_64_60,0.319198
mocktest_small_64_61,0.319869
mocktest_small_64_62,0.277234
mocktest_small_64_63,0.317507
mocktest_small_64_64,0.000000
mocktest_small_64_65,0.337650
mocktest_small_64_66,0.338458
mocktest_small_64_67,0.332862
mocktest_small_64_68,0.319666
mocktest_small_64_69,0.309503
mocktest_small_64_70,0.305053
mocktest_small_64_71,0.371704
mocktest_small_64_72,0.309543
mocktest_small_64_73,0.312758
mocktest_small_64_74,0.278255
mocktest_small_64_75,0.378182
mocktest_small_64_76,0.326744
mocktest_small_64_77,0.162348
mocktest_small_64_78,0.269273
mocktest_small_64_79,0.402991
mocktest_small_64_80,0.344194
mocktest_small_64_81,0.268429
mocktest_small_64_82,0.300023
mocktest_small_64_83,0.368494
mocktest_small_64_84,0.293589
mocktest_small_64_85,0.289839
mocktest_small_64_86,0.305351
mocktest_small_64_87,0.265551
mocktest_small_64_88,0.337495
mocktest_small_64_89,0.243035
mocktest_small_64_90,0.317452
mocktest_small_64_91,0.350222
mocktest_small_64_92,0.376255
mocktest_small_64_93,0.310701
mocktest_small_64_94,0.249622
mocktest_small_64_95,0.240587
mocktest_small_64_96,0.324704
mocktest_small_64_97,0.328180
mocktest_small_64_98,0.359311
mocktest_small_64_99,0.336354
mocktest_small_64_100,0.381639
mocktest_small_65_1,0.298331
mocktest_small_65_2,0.335979
mocktest_small_65_3,0.372384
mocktest_small_65_4,0.296857
mocktest_small_65_5,0.311176
mocktest_small_65_6,0.377653
mocktest_small_65_7,0.360946
mocktest_small_65_8,0.320277
mocktest_small_65_9,0.287913
mocktest_small_65_10,0.330276
mocktest_small_65_11,0.368186
mocktest_small_65_12,0.349672
mocktest_small_65_13,0.290898
mocktest_small_65_14,0.388754
mocktest_small_65_15,0.339987
mocktest_small_65_16,0.412473
mocktest_small_65_17,0.312604
mocktest_small_65_18,0.364024
mocktest_small_65_19,0.311553
mocktest_small_65_20,0.379515
mocktest_small_65_21,0.368244
mocktest_small_65_22,0.342198
mocktest_small_65_23,0.336758
mocktest_small_65_24,0.337846
mocktest_small_65_25,0.301850
mocktest_small_65_26,0.376000
mocktest_small_65_27,0.342129
mocktest_small_65_28,0.341398
mocktest_small_65_29,0.360631
mocktest_small_65_30,0.316767
mocktest_small_65_31,0.291631
mocktest_small_65_32,0.399654
mocktest_small_65_33,0.340147
mocktest_small_65_34,0.324780
mocktest_small_65_35,0.356498
mocktest_small_65_36,0.329240
mocktest_small_65_37,0.351588
mocktest_small_65_38,0.331410
mocktest_small_65_39,0.268990
mocktest_small_65_40,0.339201
mocktest_small_65_41,0.311833
mocktest_small_65_42,0.339698
mocktest_small_65_43,0.268172
mocktest_small_65_44,0.350948
mocktest_small_65_45,0.357135
mocktest_small_65_46,0.428673
mocktest_small_65_47,0.361369
mocktest_small_65_48,0.287958
mocktest_small_65_49,0.363548
mocktest_small_65_50,0.401760
mocktest_small_65_51,0.264478
mocktest_small_65_52,0.386470
mocktest_small_65_53,0.354390
mocktest_small_65_54,0.391182
mocktest_small_65_55,0.300353
mocktest_small_65_56,0.419197
mocktest_small_65_57,0.400388
mocktest_small_65_58,0.330007
mocktest_small_65_59,0.379465
mocktest_small_65_60,0.362256
mocktest_small_65_61,0.312824
mocktest_small_65_62,0.324140
mocktest_small_65_63,0.393870
mocktest_small_65_64,0.315909
mocktest_small_65_65,0.000000
mocktest_small_65_66,0.323020
mocktest_small_65_67,0.347934
mocktest_small_65_68,0.319895
mocktest_small_65_69,0.386757
mocktest_small_65_70,0.329942
mocktest_small_65_71,0.402597
mocktest_small_65_72,0.410371
mocktest_small_65_73,0.341747
mocktest_small_65_74,0.335021
mocktest_small_65_75,0.362969
mocktest_small_65_76,0.343950
mocktest_small_65_77,0.162953
